Game Name,ROM SIZE (bytes),ROM SIZE (Mb)
Striker (Europe) (EnFrDeEsItNlSv),"524,288",4
Striker (Europe) (EnFrDeEsItNlSv) (Beta),"524,288",4
Steel Talons (USA),"524,288",4
Destructive (Japan),"524,288",4
Dirt Racer (Europe) (EnFrDe),"524,288",4
Dirt Trax FX (Europe),"524,288",4
Spark World (Japan),"524,288",4
Spanky's Quest (USA),"524,288",4
Spanky's Quest (Europe),"524,288",4
Blues Brothers The (Europe) (Beta),"524,288",4
Wings 2 - Aces High (USA),"524,288",4
Wordtris (USA),"524,288",4
Space Football - One on One (USA),"524,288",4
Smash T.V. (Japan) (En),"524,288",4
Sky Mission (Japan) (En),"524,288",4
Skuljagger - Revolt of the Westicans (USA),"524,288",4
Skuljagger - Revolt of the Westicans (USA) (Beta),"524,288",4
Dirt Trax FX (USA),"524,288",4
Dolucky no Puzzle Tour '94 (Japan),"524,288",4
SimCity (USA),"524,288",4
SimCity (Japan),"524,288",4
SimCity (Germany),"524,288",4
SimCity (France),"524,288",4
SimCity (Europe),"524,288",4
Shounen Ashibe - Goma-chan no Yuuenchi Daibouken (Japan),"524,288",4
Shougi Saikyou II - Jissen Taikyoku Hen (Japan),"524,288",4
World Class Rugby (Europe),"524,288",4
Shodani Nintei - Shodan Pro Mahjong (Japan),"524,288",4
Shodan Morita Shougi (Japan),"524,288",4
Shin Shougi Club (Japan),"524,288",4
Shin Mahjong (Japan),"524,288",4
Sensible Soccer - European Champions (Europe) (EnFrDeIt),"524,288",4
Sensible Soccer - European Champions (Europe) (EnFrDeIt) (Beta),"524,288",4
World Class Rugby (France),"524,288",4
Sanrio Shanghai (Japan),"524,288",4
Saikousoku Shikou Shougi Mahjong (Japan),"524,288",4
Saibara Rieko no Mahjong Hourouki (Japan),"524,288",4
SNES Burn-in Test Cartridge (Unknown) (Rev D),"524,288",4
SM Choukyoushi Hitomi Vol. 3 - Test Version (Japan) (Unl) [b],"524,288",4
SM Choukyoushi Hitomi Vol. 2 Remix (Japan) (Unl) [b],"524,288",4
SM Choukyoushi Hitomi Vol. 2 - Trial Version (Japan) (Unl) [b],"524,288",4
Bazooka Blitzkrieg (USA),"524,288",4
SM Choukyoushi Hitomi - Test Version (Japan) (Unl) [b],"524,288",4
SM Choukyoushi Hitomi - Bangai Hen 2 - Maki no Love Love Panic (Japan) (Unl) [b],"524,288",4
SM Choukyoushi Hitomi - Bangai Hen (Japan) (Unl) [b],"524,288",4
Doraemon - Nobita to Yousei no Kuni (Japan) (Rev 1),"524,288",4
SD Kidou Senshi Gundam - V Sakusen Shidou (Japan),"524,288",4
S.O.S - Sink or Swim (USA),"524,288",4
Beethoven - The Ultimate Canine Caper! (Europe),"524,288",4
Beethoven - The Ultimate Canine Caper! (USA),"524,288",4
Beethoven's 2nd (USA) (Beta),"524,288",4
S.O.S - Sink or Swim (Europe),"524,288",4
Royal Conquest (Japan),"524,288",4
Road Riot 4WD (USA),"524,288",4
Road Riot 4WD (USA) (Beta),"524,288",4
Road Riot 4WD (Europe),"524,288",4
Big Ichigeki! Pachi-Slot Daikouryaku (Japan),"524,288",4
Riddick Bowe Boxing (USA),"524,288",4
Riddick Bowe Boxing (Japan) (En),"524,288",4
Rex Ronan - Experimental Surgeon (USA) (EnEs),"524,288",4
Reverse Kids (Japan) (Unl),"524,288",4
Ren & Stimpy Show The - Fire Dogs (USA),"524,288",4
Bike Daisuki! Hashiriya Tamashii (Japan),"524,288",4
Red October (Japan),"524,288",4
Rampart (USA),"524,288",4
Bill Laimbeer's Combat Basketball (USA),"524,288",4
Radical Psycho Machine Racing (USA),"524,288",4
Race Drivin' (USA),"524,288",4
Race Drivin' (Europe),"524,288",4
R.P.M. Racing (Japan) (En),"524,288",4
Q-bert 3 (USA),"524,288",4
Q-bert 3 (Japan),"524,288",4
Puzzle Nintama Rantarou - Ninjutsu Gakuen Puzzle Taikai no Dan (Japan),"524,288",4
Puzzle Bobble - Bust-A-Move (Europe),"524,288",4
Puzzle Bobble (Japan),"524,288",4
Push-Over (USA),"524,288",4
Push-Over (Europe) (EnFrDeEs),"524,288",4
Pro Yakyuu Nettou Puzzle Stadium (Japan),"524,288",4
World Class Rugby (Japan) (En),"524,288",4
Bishoujo Senshi Sailor Moon S - Kurukkurin (Japan),"524,288",4
Pro Soccer (Japan),"524,288",4
Pro Mahjong Tsuwamono (Japan),"524,288",4
Pro Mahjong Tsuwamono (Japan) (Renkaban),"524,288",4
Pro Mahjong Kiwame II (Japan),"524,288",4
Pro Mahjong Kiwame II (Japan) (Rev 1),"524,288",4
Pro Mahjong Kiwame (Japan),"524,288",4
Pro Mahjong Kiwame (Japan) (Rev 1),"524,288",4
Pro Football (Japan) (En),"524,288",4
PowerFest 94 - Super Mario Kart (USA),"524,288",4
Blazing Skies (Europe),"524,288",4
Block Kuzushi (Japan),"524,288",4
Turbo Toons (Europe),"524,288",4
Wheel of Fortune (USA),"524,288",4
James Bond Jr (USA),"524,288",4
Blues Brothers The (Japan),"524,288",4
Blues Brothers The (USA),"524,288",4
World League Soccer (USA),"524,288",4
Populous (USA),"524,288",4
Populous (Japan),"524,288",4
Bombuzal (Japan),"524,288",4
Populous (Europe),"524,288",4
Popoitto Hebereke (Japan),"524,288",4
Pit-Fighter (USA),"524,288",4
Pit-Fighter (Europe),"524,288",4
Pipe Dream (Japan),"524,288",4
Pilotwings (USA),"524,288",4
Pilotwings (Japan),"524,288",4
Pilotwings (Europe),"524,288",4
World Soccer (Japan) (En),"524,288",4
World Soccer 94 - Road to Glory (USA),"524,288",4
Brainies The (Europe),"524,288",4
Brainies The (USA),"524,288",4
X Zone (Europe),"524,288",4
Parame ROM Cassette Vol. 2 (Japan) (Unl),"524,288",4
Parame ROM Cassette Vol. 1 (Japan) (Unl),"524,288",4
Paperboy 2 (USA),"524,288",4
Paperboy 2 (Europe),"524,288",4
Panic in Nakayoshi World (Japan),"524,288",4
Pachinko Ren-chan Tengoku - Super CR Special (Japan),"524,288",4
Pachi-Slot Land - Pachipachi Coin no Densetsu (Japan),"524,288",4
Pachi-Slot Kenkyuu (Japan),"524,288",4
BreakThru! (USA),"524,288",4
Pachi-Slot Kanzen Kouryaku - Universal Shindai Nyuuka Volume 1 (Japan),"524,288",4
Pac-Attack (USA),"524,288",4
Pac-Attack (Europe),"524,288",4
PGA Tour Golf (USA),"524,288",4
PGA Tour Golf (USA) (Rev 1),"524,288",4
PGA Tour Golf (Japan) (En),"524,288",4
PGA Tour Golf (Europe),"524,288",4
Ou-chan no Oekaki Logic (Japan),"524,288",4
Oscar (USA),"524,288",4
Oscar (Europe),"524,288",4
Oraga Land Shusai - Best Farmer Shuukakusai (Japan),"524,288",4
Oraga Land Shusai - Best Farmer Shuukakusai (Japan) (Sample),"524,288",4
Oekaki Logic 2 (Japan) (NP),"524,288",4
Oekaki Logic (Japan) (NP),"524,288",4
Numbers Paradise (Japan),"524,288",4
Nontan to Issho - Kurukuru Puzzle (Japan),"524,288",4
Nolan Ryan's Baseball (USA),"524,288",4
Nobunaga's Ambition (USA),"524,288",4
Nintama Rantarou Special (Japan),"524,288",4
Nichibutsu Arcade Classics 2 - Heiankyou Alien (Japan),"524,288",4
Nichibutsu Arcade Classics (Japan),"524,288",4
New 3D Golf Simulation - Devil's Course (Japan) (Sample),"524,288",4
Nakano Kouichi Kanshuu Keirin Ou (Japan),"524,288",4
NHLPA Hockey 93 (USA),"524,288",4
NHLPA Hockey 93 (Europe),"524,288",4
Mystic Quest Legend (Germany),"524,288",4
Mystic Quest Legend (France),"524,288",4
Mystic Quest Legend (Europe),"524,288",4
X Zone (Japan USA),"524,288",4
4-nin Shougi (Japan),"524,288",4
Yoshi no Cookie (Japan),"524,288",4
Yoshi's Cookie (Europe),"524,288",4
Bust-A-Move (USA),"524,288",4
Yoshi's Cookie (USA) (Beta),"524,288",4
Cacoma Knight (Japan),"524,288",4
Cacoma Knight in Bizyland (USA),"524,288",4
Monopoly (USA),"524,288",4
Monopoly (USA) (Rev 1),"524,288",4
Miracle Piano Teaching System The (USA),"524,288",4
Micro Machines (USA),"524,288",4
Micro Machines (Europe),"524,288",4
Mahjong Hanjouki (Japan),"524,288",4
Mahjong Gokuu Tenjiku (Japan),"524,288",4
Yoshi's Cookie (USA),"524,288",4
Magical Taruruuto-kun - Magic Adventure (Japan),"524,288",4
Magic Boy (USA),"524,288",4
Magic Boy (Europe),"524,288",4
M.A.C.S. Basic Rifle Marksmanship (USA) [b],"524,288",4
Lord Monarch (Japan),"524,288",4
Lord Monarch (Japan) (Rev 1) (NP),"524,288",4
Lock On (USA),"524,288",4
Little Magic (Japan),"524,288",4
Little Magic (Japan) (Beta),"524,288",4
Captain Novolin (USA) (EnFrEs),"524,288",4
Libble Rabble (Japan),"524,288",4
Leading Jockey (Japan),"524,288",4
Lamborghini American Challenge (USA),"524,288",4
Lamborghini American Challenge (Europe),"524,288",4
Caravan Shooting Collection (Japan) (En),"524,288",4
Kunio-kun no Dodge Ball Da yo Zenin Shuugou! - Tournament Special (Japan),"524,288",4
Kunio no Oden (Japan),"524,288",4
Krusty's Super Fun House (USA),"524,288",4
Krusty's Super Fun House (USA) (Rev 1),"524,288",4
Krusty's Super Fun House (Europe),"524,288",4
Krusty's Super Fun House (Europe) (Rev 1),"524,288",4
Krusty World (Japan),"524,288",4
Kinnikuman - Dirty Challenger (Japan),"524,288",4
King Arthur's World (USA),"524,288",4
King Arthur's World (USA) (Beta),"524,288",4
King Arthur's World (Europe),"524,288",4
Kick Off (Europe),"524,288",4
Kevin Keegan's Player Manager (Europe),"524,288",4
Kevin Keegan's Player Manager (Europe) (Sample),"524,288",4
Kero Kero Keroppi no Bouken Nikki - Nemureru Mori no Keroleen (Japan),"524,288",4
Championship Soccer '94 (USA) (EnFrDeIt),"524,288",4
Kentou Ou World Champion (Japan),"524,288",4
Keeper (Japan),"524,288",4
Chavez (USA) (Beta),"524,288",4
Chavez (USA) (Es),"524,288",4
Kaite Tsukutte Asoberu Dezaemon (Japan),"524,288",4
Chessmaster The (Europe),"524,288",4
Chessmaster The (Japan),"524,288",4
Chessmaster The (USA),"524,288",4
Kagakusha Harley no Haran Banjou (Japan) (En),"524,288",4
Kachiuma Yosou Soft - Baken Renkinjutsu (Japan),"524,288",4
Kabuki Chou Reach Mahjong Tonpuusen (Japan),"524,288",4
Chibi Maruko-chan - Harikiri 365-nichi no Maki (Japan),"524,288",4
Ka-blooey (USA),"524,288",4
K.H. Rummenigge's Player Manager (Germany),"524,288",4
Chinhai (Japan),"524,288",4
Choplifter III (Europe),"524,288",4
Choplifter III - Rescue-Survive (Japan) (En),"524,288",4
Choplifter III - Rescue-Survive (USA) (Beta) [b],"524,288",4
Choplifter III - Rescue-Survive (USA),"524,288",4
K.H. Rummenigge's Player Manager (Germany) (Sample),"524,288",4
John Madden Football (USA),"524,288",4
Jissen! Pachi-Slot Hisshouhou! (Japan),"524,288",4
Jissen Pachi-Slot Hisshouhou! Twin Vol. 2 (Japan),"524,288",4
Jissen Pachi-Slot Hisshouhou! Twin (Japan),"524,288",4
Jimmy Connors Pro Tennis Tour (USA),"524,288",4
Jimmy Connors Pro Tennis Tour (Japan),"524,288",4
Jimmy Connors Pro Tennis Tour (Germany),"524,288",4
Jimmy Connors Pro Tennis Tour (France),"524,288",4
Jimmy Connors Pro Tennis Tour (Europe),"524,288",4
Jeopardy! - Sports Edition (USA),"524,288",4
Jeopardy! - Deluxe Edition (USA),"524,288",4
Jeopardy! (USA),"524,288",4
Jammes (Japan),"524,288",4
James Pond's Crazy Sports (Europe),"524,288",4
Blues Brothers The (Europe),"524,288",4
James Bond Jr (Europe),"524,288",4
Jack Nicklaus Golf (USA),"524,288",4
Jack Nicklaus Golf (France),"524,288",4
Jack Nicklaus Golf (Europe),"524,288",4
International Sensible Soccer - World Champions Limited Edition (Europe) (EnFrDeIt) (Rev 1),"524,288",4
Incantation (USA),"524,288",4
Incantation (Europe),"524,288",4
HyperZone (USA),"524,288",4
HyperZone (Europe),"524,288",4
Hunt for Red October The (USA),"524,288",4
Hunt for Red October The (Europe),"524,288",4
Hunt for Red October The (Europe) (Beta),"524,288",4
Zoop (Europe),"524,288",4
Honkaku Mahjong - Tetsuman II (Japan),"524,288",4
Honkaku Mahjong - Tetsuman (Japan),"524,288",4
Clockwerx (Japan),"524,288",4
Clue (USA),"524,288",4
Home Alone 2 - Lost in New York (USA),"524,288",4
Home Alone 2 - Lost in New York (Europe),"524,288",4
Columns (Japan) (NP),"524,288",4
Home Alone (USA),"524,288",4
Home Alone (Japan),"524,288",4
Home Alone (Europe),"524,288",4
Congo's Caper (Europe),"524,288",4
Congo's Caper (USA),"524,288",4
Hit the Ice - VHL - The Official Video Hockey League (USA),"524,288",4
Hisshou 777 Fighter II - Pachi-Slot Maruhi Jouhou (Japan),"524,288",4
Hisshou 777 Fighter - Pachi-Slot Ryuuguu Densetsu (Japan),"524,288",4
Higashio Osamu Kanshuu Super Pro Yakyuu Stadium (Japan),"524,288",4
Heisei Inu Monogatari Bow - Pop'n Smash!! (Japan),"524,288",4
Conveni Wars Barcode Battler Senki - Super Senshi Shutsugeki seyo! (Japan),"524,288",4
Heisei Gunjin Shougi (Japan),"524,288",4
Hebereke's Popoitto (Europe),"524,288",4
Hayazashi Nidan Morita Shougi 2 (Japan),"524,288",4
Hayazashi Nidan Morita Shougi (Japan),"524,288",4
Havoc (USA) (Beta),"524,288",4
Hat Trick Hero (Japan) (En),"524,288",4
Harley's Humongous Adventure (USA),"524,288",4
Cosmo Gang - The Puzzle (Japan),"524,288",4
Harley's Humongous Adventure (USA) (Beta),"524,288",4
Harley's Humongous Adventure (Europe),"524,288",4
Zoop (USA) (Beta),"524,288",4
Crayon Shin-chan 2 - Daimaou no Gyakushuu (Japan),"524,288",4
Hansei Zaru Jiro-kun no Daibouken (Japan),"524,288",4
Hanafuda Ou (Japan),"524,288",4
GunForce (USA),"524,288",4
GunForce (Japan) (En),"524,288",4
Great Waldo Search The (USA),"524,288",4
Gradius III (USA),"524,288",4
Cyber Spin (USA),"524,288",4
Gradius III (Japan) (En),"524,288",4
Goofy to Max - Kaizoku-jima no Daibouken (Japan),"524,288",4
Goof Troop (USA),"524,288",4
Goof Troop (Germany),"524,288",4
Goof Troop (France),"524,288",4
Goof Troop (Europe),"524,288",4
Go! Go! Dodge League (Japan),"524,288",4
Go! Go! Dodge League (Japan) (Rev 1),"524,288",4
Zoop (USA),"524,288",4
Garry Kitchen's Super Battletank - War in the Gulf (USA),"524,288",4
Garry Kitchen's Super Battletank - War in the Gulf (USA) (Rev 1),"524,288",4
Garry Kitchen's Super Battletank (Europe),"524,288",4
Gambler Jiko Chuushinha - Mahjong Kouisen (Japan),"524,288",4
Denz Traffic Panic (Japan) (Beta),"524,288",4
Frogger (USA),"524,288",4
First Samurai (USA),"524,288",4
First Samurai (Japan),"524,288",4
First Samurai (Europe),"524,288",4
First Samurai (Europe) (Beta),"524,288",4
Final Fantasy USA - Mystic Quest (Japan),"524,288",4
Final Fantasy - Mystic Quest (USA),"524,288",4
Final Fantasy - Mystic Quest (USA) (Rev 1),"524,288",4
Family Feud (USA),"524,288",4
Family Feud (USA) (Rev 1),"524,288",4
Faceball 2000 (USA),"524,288",4
F-Zero (USA),"524,288",4
F-Zero (Japan) (En),"524,288",4
F-Zero (Europe),"524,288",4
Euro Football Champ (Europe),"524,288",4
Eric Cantona Football Challenge (France) (EnFrDeEsItNlSv),"524,288",4
Dream TV (USA) (Beta 2),"524,288",4
Dream TV (USA) (Beta 1),"524,288",4
Dream T.V. (USA),"524,288",4
Dragon's Magic (Japan) (En),"524,288",4
Dragon's Lair (USA),"524,288",4
Dragon's Lair (Europe) (EnFrDeEsItNlSv),"524,288",4
Dragon's Lair (Europe) (Beta),"524,288",4
Dr. Mario (Japan) (En) (NP),"524,288",4
Doraemon - Nobita to Yousei no Kuni (Japan),"524,288",4
Harapeko Bakka (Japan),"262,144",2
Super Game Boy (Japan USA) (Rev 1),"262,144",2
Parame ROM Cassette Vol. 3 (Japan) (Unl),"262,144",2
Genocide 2 (Japan) (Beta),"262,144",2
Parame ROM Cassette Vol. 4 (Japan) (Unl),"262,144",2
Hungry Dinosaurs (Europe),"262,144",2
Mahjong Club (Japan),"262,144",2
Parame ROM Cassette Vol. 5 (Japan) (Unl),"262,144",2
Mr. Do! (Japan),"262,144",2
Mr. Do! (USA),"262,144",2
Ms. Pac-Man (Europe),"262,144",2
Ms. Pac-Man (USA),"262,144",2
Galaxy Wars (Japan) (En),"262,144",2
Super Game Boy (World) (Rev 2),"262,144",2
Mr. Do! (Europe),"262,144",2
PowerFest 94 - Scoring (USA),"262,144",2
Undake 30 Same Game Daisakusen - Mario Version (Japan),"262,144",2
Sanrio World Smash Ball! (Japan),"262,144",2
Shougi Club (Japan),"262,144",2
Space Invaders (Europe),"262,144",2
Space Invaders (USA),"262,144",2
Space Invaders - The Original Game (Japan),"262,144",2
Sufami Turbo (Japan),"262,144",2
Super Game Boy (Japan),"262,144",2
Super Game Boy (Japan USA) (Beta),"262,144",2
Aging Cassette (Japan),"131,072",1
